Date,STMT,PC,ME
1994-02-04,0.07445344536506647,NA,0.0793256323179709
1994-03-22,-0.02579331221033648,NA,-0.026739489834369884
1994-04-18,0.05921986328285856,NA,0.06355631676742678
1994-05-17,-0.019001819849045358,NA,-0.019106896143936517
1994-07-06,0.006799145119301971,NA,0.008699087530310928
1994-08-16,0.02599334884678662,NA,0.02875443519773338
1994-09-27,-0.010432777993635085,NA,-0.010069854948037884
1994-11-15,0.03139705153365394,NA,0.03438273403279922
1994-12-20,-0.017739533597506064,NA,-0.018256389563368933
1995-02-01,0.05004570758059022,NA,0.054388811026443544
1995-03-28,0.015919447950258733,NA,0.01793982490035944
1995-05-23,0.0012283029866889182,NA,0.0024144595336863172
1995-07-06,-0.1344919222917176,NA,-0.1417144741588364
1995-08-22,0.030836085803118238,NA,0.03375975229767581
1995-09-26,0.04171569992614001,NA,0.045537981966980334
1995-11-15,0.014580677825395905,NA,0.016247145681883852
1995-12-19,-0.030330250918932516,NA,-0.031390817524131594
1996-01-31,-0.013685139145293266,NA,-0.0133030708073068
1996-03-26,0.017332787339574274,NA,0.019314161527220586
1996-05-21,0.01611797231574024,NA,0.01814340409405551
1996-07-03,-0.007430765998540752,NA,-0.006797075019576431
1996-08-20,0.006006348526617371,NA,0.007425824160189382
1996-09-24,-0.06160213997895566,NA,-0.06468378938070489
1996-11-13,-0.001989130063403984,NA,-8.791609065966689e-4
1996-12-17,0.009695795578897827,NA,0.011105966784916205
1997-02-05,0.007363379255581997,NA,0.008707657368256336
1997-03-25,0.03938352853021351,NA,0.042895824688080224
1997-05-20,-0.034089805675937765,NA,-0.035385943754935506
1997-07-02,0.004358587260279482,NA,0.005794269537764155
1997-08-19,0.010285930041541515,NA,0.011970137934890693
1997-09-30,0.0027923256499213676,NA,0.004023164344400835
1997-11-12,-0.01734300847028147,NA,-0.017336112870230895
1997-12-16,0.009400194384650888,NA,0.010964415928264621
1998-02-04,0.0187135444935587,NA,0.02096800645043571
1998-03-31,0.0029404660390912104,NA,0.004111872421355444
1998-05-19,-0.005845173523131355,NA,-0.005147695654623393
1998-07-01,-0.017049141294104907,NA,-0.01703923172476621
1998-08-18,0.015150481655097714,NA,0.017123992414768797
1998-09-29,0.027620571179374855,NA,0.030781404430364707
1998-10-15,-0.11225519678709645,NA,-0.11830439606286539
1998-11-17,0.00881165868785277,NA,0.010784015968036445
1998-12-22,0.002631610288041419,NA,0.003897478060537984
1999-02-03,0.010258280253759508,NA,0.012069310977379807
1999-03-30,-0.009294785794638214,NA,-0.008795132335772655
1999-05-18,0.06979584676169628,NA,0.07472091270567403
1999-06-30,-0.055245867400507596,NA,-0.05752038726618069
1999-08-24,0.007623337254195388,NA,0.009373434379286701
1999-10-05,0.03704472129967025,NA,0.04008092863753227
1999-11-16,0.06622768388234995,NA,0.07222581835838623
1999-12-21,0.02535345147344599,NA,0.027821045844603088
2000-02-02,0.0029991101965005586,NA,0.004223283895412252
2000-03-21,0.006908380382835342,NA,0.008572599663514233
2000-05-16,0.039561860074984787,NA,0.04330615379720204
2000-06-28,-0.015713314205992875,NA,-0.015484751088434449
2000-08-22,0.015217650979745836,NA,0.01717814965984053
2000-10-03,0.02706667486139669,NA,0.02964537570020702
2000-11-15,0.0087372234236087,NA,0.010410176224292628
2000-12-19,0.01783965358533571,NA,0.020253557727849453
2001-01-03,-0.10825500418642266,NA,-0.1148190991441404
2001-01-31,0.009930327180589104,NA,0.012368431415893612
2001-03-20,-0.03251283483294477,NA,-0.03351141644857377
2001-04-18,-0.26438920947564765,NA,-0.281847607992906
2001-05-15,-0.08299503723020003,NA,-0.0871874300835397
2001-06-27,0.05357686498600773,NA,0.05810525517686613
2001-08-21,-0.03511028086577692,NA,-0.03588615995393156
2001-09-17,-0.04307933552250211,NA,-0.0450944312170848
2001-10-02,-0.032157137499668226,NA,-0.03316303794405407
2001-11-06,-0.09589073944394737,NA,-0.10085299994315396
2001-12-11,-0.03483611836280643,NA,-0.03564139988674443
2002-01-30,0.02167900995732754,NA,0.02415622989722972
2002-03-19,-0.037364438709548524,NA,-0.03842035139302021
2002-05-07,-0.013825763402352642,NA,-0.013230902989239606
2002-06-26,0.010216947691429753,NA,0.012035667224173256
2002-08-13,-0.0507932424105554,NA,-0.051776674106371934
2002-09-24,-2.611854668888216e-4,NA,0.0010381063361311774
2002-11-06,-0.05769275112305273,NA,-0.06052256810474206
2002-12-10,0.017812230865031007,NA,0.019831703305012823
2003-01-29,0.031671752380313944,NA,0.034715631281246016
2003-03-18,0.004902180761438222,NA,0.006283786560522016
2003-05-06,-0.04026560224181809,NA,-0.041101809503561404
2003-06-25,0.09011927519495284,NA,0.09698649666280522
2003-08-12,-0.013121733116795995,NA,-0.012347832181921713
2003-09-16,0.006001161417189596,NA,0.007518081232672036
2003-10-28,-0.03907991389780268,NA,-0.039812571479534875
2003-12-09,0.022168054883820544,NA,0.024141785946549924
2004-01-28,0.08342058187301231,NA,0.08857860110655146
2004-03-16,-0.024767027185880374,NA,-0.024669486245767338
2004-05-04,0.008923777173075865,NA,0.010474824102041756
2004-06-30,-0.010217602549058997,NA,-0.009819258536017058
2004-08-10,0.030447606042486083,NA,0.03335627290220241
2004-09-21,-0.0026259439669414496,NA,-0.0015268803861104995
2004-11-10,-0.01031745894567175,NA,-0.009653577919224615
2004-12-14,-0.0015896611130563887,NA,-5.239179864507413e-4
2005-02-02,0.0024445626230772,NA,0.003865994017357448
2005-03-22,0.044683740375294156,NA,0.04814413228944624
2005-05-03,0.019789888957663246,NA,0.022010213071359256
2005-06-30,0.030884189001120593,NA,0.033744881341384654
2005-08-09,-0.004942029095844145,NA,-0.00400312691936646
2005-09-20,0.0269125742402002,NA,0.02993335975030875
2005-11-01,0.012578917890217135,NA,0.014446560094003141
2005-12-13,-0.009898202633911498,NA,-0.009232813705745122
2006-01-31,0.025222422649588405,NA,0.027872911902242746
2006-03-28,0.036122631683055496,NA,0.039449615045203924
2006-05-10,0.03691936932361108,NA,0.04024993310979434
2006-06-29,-0.024254449474283603,NA,-0.024668895397476628
2006-08-08,-0.012959689531065154,NA,-0.012631052205763804
2006-09-20,0.015060358668068433,NA,0.016965928360554577
2006-10-25,7.562410318795098e-4,NA,0.001948123712400841
2006-12-12,-0.010367260967192546,NA,-0.00958115152626069
2007-01-31,0.0014441827176319478,NA,0.002672083212519053
2007-03-21,-0.04169019272775831,NA,-0.042743619860554465
2007-05-09,0.029572083804444194,NA,0.03220416462223367
2007-06-28,0.013666711046772051,NA,0.015496792382446351
2007-08-07,-0.006269373736778125,NA,-0.005312675100199278
2007-08-10,0.003976888672722764,NA,0.00529701801162009
2007-08-17,-0.002937262986525225,NA,-0.0015911921252947897
2007-09-18,-0.11444479346088075,NA,-0.12089772571195033
2007-10-31,0.042312414825998956,NA,0.04585271213544475
2007-12-11,0.028327244782304223,NA,0.03208579116196617
2008-01-22,-0.10344917392712435,NA,-0.11030182265026427
2008-01-30,-0.06743912797692561,NA,-0.07094362425540925
2008-03-11,0.05972004278059793,NA,0.06409486910823217
2008-03-18,0.035895764130887735,NA,0.039766345773085604
2008-04-30,-0.04052668971638953,NA,-0.0422195160733893
2008-06-25,-0.023039853779998946,NA,-0.02337494250264636
2008-08-05,-0.011419360592014425,NA,-0.010957256747208745
2008-09-16,0.07895695796307721,NA,0.08550148491504511
2008-10-08,-0.0177815837512343,NA,-0.017914559389005564
2008-10-29,-0.03642489052530705,NA,-0.03749968402340869
2008-12-16,-0.14840726098482032,NA,-0.15657820168612027
2009-01-28,4.710389756492715e-5,NA,0.0011936405220030744
2009-03-18,-0.02227057024874898,NA,-0.02228481319455417
2009-04-29,0.014252397168094242,NA,0.016068271841355352
2009-06-24,0.0287116989251083,NA,0.03131704603373508
2009-08-12,-0.0068224861134496585,NA,-0.005968094385282703
2009-09-23,-0.04703672255883595,NA,-0.04835059070333722
2009-11-04,-0.008154989684744138,NA,-0.007380170626416994
2009-12-16,0.004748809507769742,NA,0.0060572962897318975
2010-01-27,0.022678812120608724,NA,0.02486372560061145
2010-03-16,-0.017125837898036612,NA,-0.01686529157944707
2010-04-28,-3.523024215974271e-4,NA,7.217065630445873e-4
2010-05-09,-0.0024004227422656896,NA,-0.0014464289284593364
2010-06-23,0.006883473871985583,NA,0.00835917478520843
2010-08-10,-0.00782538255461693,NA,-0.007043395395761656
2010-09-21,0.0016839339651329493,NA,0.003010357922036112
2010-11-03,0.008433548068256441,NA,0.01019489286196808
2010-12-14,0.006902295095353842,NA,0.008506926751058349
2011-01-26,1.705549105569783e-4,NA,0.0013766442534913434
2011-03-15,0.008960778556276805,NA,0.010512367098370647
2011-04-27,-0.005091090509759455,0.006264279061102539,-0.004554922701674607
2011-06-22,0.008178776843385964,3.382064990087448e-4,0.0079071980692795
2011-08-09,-0.010866309302360905,NA,-0.009885549133969123
2011-09-21,0.049986514489848456,NA,0.05392666131567918
2011-11-02,0.009623552246895664,0.009482191143135326,0.016335009671079082
2011-12-13,0.009958192201111106,NA,0.011625876399442212
2012-01-25,-0.00383765502500147,0.0024831546763599372,0.0012830622355730834
2012-03-13,0.012978769361019602,NA,0.014772832882328125
2012-04-25,0.003639623142098243,8.637194660116506e-4,0.0018506667139181316
2012-06-20,0.016837608589068374,0.008444100169709864,0.015500781213582457
2012-08-01,0.015790226136918568,NA,0.017907100655471228
2012-09-13,0.017689526930019715,0.0012015582154067173,0.009852668445949082
2012-10-24,0.004471392464489202,NA,0.005817605395171524
2012-12-12,0.004549618964927963,0.005558231582910964,0.00596600266227014
2013-01-30,0.0038377645141659707,NA,0.005170616961000065
2013-03-20,0.008549817314769887,0.0030116103877704282,0.00941877808726716
2013-05-01,0.004772431947051017,NA,0.006174147988508187
2013-06-19,0.009037971579543813,0.01179117455248583,0.01708834534575943
2013-07-31,0.004255637857744781,NA,0.005700125528085214
2013-09-18,-0.0034851387030968577,9.497556448790199e-4,-0.005408985826136412
2013-10-30,0.007541962939850597,NA,0.009091202966851201
2013-12-18,0.005871666311663204,0.005733667400782807,0.007460110562687241
2014-01-29,0.007094060882556776,NA,0.00871463750491067
2014-03-19,0.014889211071627934,0.008448864925497027,0.02147874773926106
2014-04-30,0.006854021254099967,NA,0.00836724346673483
2014-06-18,0.010948307836183602,-0.0027220549540304933,0.0067756905034200565
2014-07-30,0.002191812800496773,NA,0.003528247027740181
2014-09-17,0.015042699872233683,0.007074643458550486,0.02108096529943675
2014-10-29,0.017669753566476692,NA,0.019537822266717977
2014-12-17,-0.02587871409575631,0.03618001269233304,0.0046287719897930004
2015-01-28,0.0021740485506940082,NA,0.003507030049856718
2015-03-18,-0.03467908148162986,-0.012369277574409058,-0.04871821933844524
2015-04-29,0.004850527613963145,NA,0.006236857670369743
2015-06-17,-0.018004988513346493,-0.00914335357177809,-0.03027615396300501
2015-07-29,8.073688140905366e-4,NA,0.002024363733001062
2015-09-17,-0.03529099716163188,-0.008758346436976372,-0.046610602557182586
2015-10-28,0.02791496539534915,NA,0.030657674037215598
2015-12-16,0.019047500405332686,0.01272590001144928,0.0262289443743115
2016-01-27,-0.009982599221243879,NA,-0.009422566879881716
2016-03-16,-0.04468521732553756,-0.01296013204472147,-0.060307114999403784
2016-04-27,0.013087299076224149,NA,0.015046102041553447
2016-06-15,-0.019633834322633152,0.00791365503032516,-0.017681336219638234
2016-07-27,0.008429419638264463,NA,0.010093398444422464
2016-09-21,-0.014068564052841325,-0.00272091215340608,-0.01705826454794127
2016-11-02,0.00851317573105429,NA,0.010168092823310222
2016-12-14,0.027891939984861364,0.010685593195489741,0.03884809738122753
2017-02-01,-0.007362093678557254,NA,-0.006730326248935278
2017-03-15,-0.019846580294854747,0.003250601544670441,-0.021714832463282534
2017-05-03,0.01420820865565266,NA,0.016227385086597972
2017-06-14,0.018267383821141004,0.006718532459681583,0.024341535911475254
2017-07-26,-0.0017382111500654554,NA,-7.044085143754848e-4
2017-09-20,0.028237836196113014,0.0023914589522793413,0.03267742544560446
2017-11-01,0.007669326281117293,NA,0.009262534801384989
2017-12-13,0.0037886512112233696,-7.77233317384419e-4,5.286675167774444e-4
2018-01-31,0.009487198858069307,NA,0.01125602919125316
2018-03-21,0.003097148683740136,-0.003938143941385637,-0.003607159372602554
2018-05-02,0.002133958638529058,NA,0.00343110178427178
2018-06-13,0.015074769247326227,0.0012236001730963112,0.015117920715022786
2018-08-01,0.003873417459951795,NA,0.005248031545253763
2018-09-26,0.006232163613182601,0.0038175989683564247,0.007844041663191366
2018-11-08,0.008838914562413237,NA,0.01039195644486694
2018-12-19,0.02041284434638573,-0.003503454812824827,0.015384323885517491
2019-01-30,-0.006840250363250468,-0.0036815103122597994,-0.013690339737780955
2019-03-20,-0.01140020325242913,0.006136087340371368,-0.008309035263644137
2019-05-01,-0.016775581586752842,0.05417492347592271,0.030517890772652816
2019-06-19,-0.03472461554201522,-0.044768771070522614,-0.07440693739623513
2019-07-31,0.03374611119437036,0.03185264735769774,0.06158264507092905
2019-09-18,0.026854876086443373,0.03331494383893784,0.051575348843702205
2019-10-04,0.008986738343361961,NA,0.010636578965563824
2019-10-30,0.016380378751960304,-0.012483482956024026,0.005003095006174914
2019-12-11,0.0041356180435174715,0.001227288514055047,0.0028593105703449435
2020-01-29,0.010172961394663916,-0.008733253165016181,7.238072538119163e-4
2020-03-03,-0.10025541386325851,-0.027841339651853553,-0.11163041274913814
2020-03-15,-0.07870706958894802,0.022980119497849658,-0.062060604386065074
2020-03-19,-0.006321398754864542,NA,-0.005521303110814432
2020-03-23,-0.012121918004087285,NA,-0.01169846769142248
2020-03-31,0.003245061639759002,NA,0.004609292612961551
2020-04-29,-0.003583629771843346,0.005257843776893402,-0.0019966011414559223
2020-06-10,0.004135618043515323,0.0038175989683564247,0.005526428508996149
2020-07-29,0.0033787843257487233,0.006875621542403411,0.00536626182865429
2020-08-27,0.005460373632801646,NA,0.006898107488624561
2020-09-16,0.004429339949415157,0.006699986507918817,0.007719523987223068
2020-11-05,0.006659755405441231,2.4157853900818875e-4,0.008443483487337384
2020-12-16,0.006380747869185698,0.004509900488696578,0.006898107488624561
2021-01-27,0.009513357601923343,0.0030116103877681397,0.010457160466584353
2021-03-17,6.566978809644582e-4,-1.3174449973112198e-4,-4.7142328156519483e-4
2021-04-28,0.0027012412179303023,0.001855221595208601,0.0033353348062907847
2021-06-16,0.019995907185720196,0.0047419428535818015,0.021488157032718294
2021-07-28,0.006854021254099967,0.005008412898797662,0.008954816736032526
2021-09-22,0.007661982754078115,0.008370286795803632,0.013951416383729383
2021-11-03,0.006399653677244557,0.003995654467789091,0.008160182111183946
2021-12-15,0.02386993554522544,-9.131443585254568e-4,0.020835228079268305
2022-01-26,0.0013241629034018267,0.07832728909538889,0.07029609956808433
2022-03-16,0.0602996668675622,-0.04030272880106601,0.024966608874890456
2022-05-04,-0.015583966652598738,-0.06947316835596735,-0.08044949570409617
2022-06-15,0.049912312182162195,-0.1344484630183045,-0.07084790949733541
2022-07-27,0.002685090012279898,-0.05521555310218005,-0.05115012473332233
2022-09-21,0.05468385044838118,-0.01899217532624678,0.040768842331067354
2022-11-02,-0.03510445112292556,0.08901680213181047,0.046305898384032373
2022-12-14,0.05600676892049715,-0.026113332635769596,0.03473378947540979
2023-02-01,0.014061756397175919,-0.056897701483634586,-0.04344051357710652
2023-03-22,-0.018874274051231786,-0.026106014644624517,-0.04806414063419985
2023-05-03,0.01390032618375546,-0.011204782204341334,-4.9415268574431e-4
2023-06-14,0.05339357983078013,-0.0010693407360905496,0.05324423247752791
2023-07-26,0.012237099940416713,-0.02318887095855477,-0.013623423646632148
2023-09-20,0.04600419046617649,0.0025504119063840557,0.05086791142372527
2023-11-01,-0.00224059611123174,-0.03315401973242918,-0.030262489793806965
2023-12-13,-0.04550408982122826,-0.03577176986289503,-0.08452979529373278
2024-01-31,0.01900855463698058,0.019110652409109235,0.03243270448788782
2024-03-20,-0.007837123709468279,-0.020963547285962284,-0.02856638975999836
2024-05-01,0.004574044809512543,-0.019130462121601716,-0.01613751776490484
2024-06-12,0.018274651326108348,0.017050373590775377,0.03323511014478462
2024-07-31,0.016691551419149117,-0.049690975682218426,-0.030022704027450036
2024-09-18,-0.07139615573625546,0.035429726641420745,-0.044843359379859594
2024-11-07,0.01451082425793397,3.979327607089172e-4,0.015022769922017428
2024-12-18,0.05436368806962457,0.016746282319519225,0.07284377563365937
2025-01-29,0.017991833622415028,-7.239845670051931e-4,0.013359499821707583
2025-03-19,-0.015348419478110486,-0.020172142737791644,-0.038436096481818394
2025-05-07,-0.007226302097694239,0.01741167283406363,0.005410781404726878
2025-06-18,-0.007839581362448543,0.014638118635908413,0.0031341775395992747
2025-07-30,0.0012291959737415347,0.056191303733164145,0.048235071848610776
2025-09-17,-0.02301942213399377,0.02438082764059516,-0.003978302479711827
2025-10-29,0.011270769577926611,0.07187270396047753,0.06937978952982544
2025-12-10,-0.001483708401594461,-0.005682688640145851,-0.011069326272113187
