sector_id,year,dva
C30,2011,1721.795
C30,2012,1851.181
C30,2013,1940.257
C30,2014,1868.028
C30,2015,1735.195
C30,2016,1805.487
C30,2017,2006.778
C30,2018,2236.011
C30,2019,2395.897
C30,2020,2253.834
C30,2021,2264.888
C30,2022,2199.919
C301,1995,290.02
C301,1996,310.111
C301,1997,258.275
C301,1998,197.843
C301,1999,211.716
C301,2000,208.321
C301,2001,235.043
C301,2002,261.487
C301,2003,295.703
C301,2004,335.095
C301,2005,392.938
C301,2006,406.873
C301,2007,481.101
C301,2008,533.025
C301,2009,513.062
C301,2010,592.564
C301,2011,744.536
C301,2012,797.931
C301,2013,840.723
C301,2014,815.851
C301,2015,800.385
C301,2016,830.782
C301,2017,924.108
C301,2018,1029.553
C301,2019,1105.923
C301,2020,1032.413
C301,2021,1038.013
C301,2022,1005.945
C302T309,1995,535.891
C302T309,1996,434.848
C302T309,1997,364.275
C302T309,1998,260.364
C302T309,1999,294.619
C302T309,2000,272.659
C302T309,2001,328.02
C302T309,2002,370.688
C302T309,2003,424.627
C302T309,2004,487.027
C302T309,2005,582.237
C302T309,2006,684.326
C302T309,2007,810.34
C302T309,2008,900.967
C302T309,2009,869.073
C302T309,2010,1057.057
C302T309,2011,977.258
C302T309,2012,1053.25
C302T309,2013,1099.534
C302T309,2014,1052.177
C302T309,2015,934.81
C302T309,2016,974.705
C302T309,2017,1082.67
C302T309,2018,1206.458
C302T309,2019,1289.974
C302T309,2020,1221.421
C302T309,2021,1226.876
C302T309,2022,1193.974
C31T33,1995,2598.052
C31T33,1996,2732.272
C31T33,1997,2138.618
C31T33,1998,1617.674
C31T33,1999,1875.532
C31T33,2000,2065.84
C31T33,2001,1881.612
C31T33,2002,2050.536
C31T33,2003,2157.132
C31T33,2004,2345.477
C31T33,2005,2337.677
C31T33,2006,2821.585
C31T33,2007,3632.874
C31T33,2008,4012.971
C31T33,2009,4304.771
C31T33,2010,5237.367
C31T33,2011,5585.742
C31T33,2012,6018.12
C31T33,2013,6117.0
C31T33,2014,5712.443
C31T33,2015,5673.32
C31T33,2016,5561.431
C31T33,2017,6118.071
C31T33,2018,6600.226
C31T33,2019,6966.709
C31T33,2020,6944.137
C31T33,2021,7148.781
C31T33,2022,6984.047
D,1995,2990.037
D,1996,3154.35
D,1997,2853.113
D,1998,2617.762
D,1999,2514.149
D,2000,2643.616
D,2001,2753.188
D,2002,2991.539
D,2003,3361.71
D,2004,3860.552
D,2005,4095.022
D,2006,4713.421
D,2007,5389.809
D,2008,5932.96
D,2009,6049.978
D,2010,7112.076
D,2011,7462.511
D,2012,7859.722
D,2013,8462.264
D,2014,8550.018
D,2015,8899.233
D,2016,9012.836
D,2017,10051.39
D,2018,11243.466
D,2019,12445.589
D,2020,11095.904
D,2021,11145.537
D,2022,12461.649
D_E,1995,3519.304
D_E,1996,3691.208
D_E,1997,3361.484
D_E,1998,3048.477
D_E,1999,3022.545
D_E,2000,3174.298
D_E,2001,3266.5
D_E,2002,3527.42
D_E,2003,3954.324
D_E,2004,4525.564
D_E,2005,4767.997
D_E,2006,5400.163
D_E,2007,6165.901
D_E,2008,6801.02
D_E,2009,6961.328
D_E,2010,8124.457
D_E,2011,8568.344
D_E,2012,9039.597
D_E,2013,9801.513
D_E,2014,9934.333
D_E,2015,10288.663
D_E,2016,10464.485
D_E,2017,11663.88
D_E,2018,13024.745
D_E,2019,14402.165
D_E,2020,13021.476
D_E,2021,13142.336
D_E,2022,14359.122
E,1995,529.267
E,1996,536.858
E,1997,508.371
E,1998,430.715
E,1999,508.396
E,2000,530.682
E,2001,513.312
E,2002,535.882
E,2003,592.614
E,2004,665.012
E,2005,672.975
E,2006,686.742
E,2007,776.092
E,2008,868.059
E,2009,911.35
E,2010,1012.381
E,2011,1105.833
E,2012,1179.874
E,2013,1339.249
E,2014,1384.315
E,2015,1389.43
E,2016,1451.649
E,2017,1612.49
E,2018,1781.279
E,2019,1956.576
E,2020,1925.572
E,2021,1996.799
E,2022,1897.474
F,1995,11547.27
F,1996,12232.352
F,1997,7675.453
F,1998,4102.714
F,1999,4059.1
F,2000,3426.975
F,2001,3149.869
F,2002,3478.677
F,2003,3788.653
F,2004,4365.623
F,2005,4932.717
F,2006,5690.083
F,2007,6707.813
F,2008,7135.102
F,2009,6970.63
F,2010,8313.847
F,2011,9144.945
F,2012,9919.265
F,2013,10135.623
F,2014,9481.604
F,2015,9949.345
F,2016,10292.688
F,2017,10676.547
F,2018,11691.888
F,2019,12466.079
F,2020,12443.169
F,2021,12543.3
F,2022,11410.326
FTT,1995,101007.767
FTT,1996,106543.815
FTT,1997,84902.583
FTT,1998,61828.801
FTT,1999,70320.072
FTT,2000,70287.248
FTT,2001,67394.305
FTT,2002,75000.523
FTT,2003,83290.937
FTT,2004,95621.535
FTT,2005,104079.436
FTT,2006,120074.437
FTT,2007,142454.681
FTT,2008,157258.259
FTT,2009,153102.181
FTT,2010,178582.738
FTT,2011,195189.352
FTT,2012,211186.058
FTT,2013,225489.06
FTT,2014,223505.76
FTT,2015,224047.257
FTT,2016,234318.744
FTT,2017,260000.565
FTT,2018,289219.56
FTT,2019,314798.274
FTT,2020,288972.768
FTT,2021,286740.762
FTT,2022,280454.458
G,1995,31803.886
G,1996,34135.73
G,1997,28111.014
G,1998,21020.244
G,1999,26010.988
G,2000,26093.272
G,2001,25103.41
G,2002,27976.462
G,2003,31557.901
G,2004,35824.656
G,2005,38948.023
G,2006,44692.152
G,2007,52878.86
G,2008,59070.504
G,2009,56756.671
G,2010,66959.784
G,2011,66668.658
G,2012,71249.237
G,2013,74555.306
G,2014,72662.509
G,2015,71133.352
G,2016,74169.696
G,2017,82306.079
G,2018,91688.99
G,2019,98888.731
G,2020,92317.664
G,2021,93064.135
G,2022,89945.585
GTI,1995,46560.32
GTI,1996,49676.451
GTI,1997,41240.001
GTI,1998,31236.218
GTI,1999,37821.583
GTI,2000,37769.226
GTI,2001,36307.326
GTI,2002,40167.73
GTI,2003,44274.32
GTI,2004,50239.17
GTI,2005,54066.285
GTI,2006,62421.803
GTI,2007,74287.47
GTI,2008,81980.676
GTI,2009,79029.354
GTI,2010,92659.755
GTI,2011,95040.159
GTI,2012,102189.722
GTI,2013,108063.982
GTI,2014,106031.471
GTI,2015,106424.907
GTI,2016,113313.132
GTI,2017,127593.383
GTI,2018,143011.345
GTI,2019,156262.435
GTI,2020,131774.445
GTI,2021,128997.399
GTI,2022,129639.492
GTN,1995,71470.616
GTN,1996,74182.903
GTN,1997,59601.365
GTN,1998,43453.442
GTN,1999,50124.772
GTN,2000,51071.944
GTN,2001,49390.483
GTN,2002,55396.213
GTN,2003,61907.435
GTN,2004,70925.785
GTN,2005,76866.336
GTN,2006,88622.479
GTN,2007,105358.497
GTN,2008,116290.864
GTN,2009,111912.659
GTN,2010,131034.996
GTN,2011,140923.834
GTN,2012,153191.03
GTN,2013,164385.19
GTN,2014,162689.547
GTN,2015,162790.443
GTN,2016,171500.468
GTN,2017,191959.919
GTN,2018,214257.452
GTN,2019,233418.571
GTN,2020,206833.501
GTN,2021,204491.878
GTN,2022,203176.995
GTT,1995,89460.497
GTT,1996,94311.462
GTT,1997,77227.13
GTT,1998,57726.087
GTT,1999,66260.972
GTT,2000,66860.273
GTT,2001,64244.436
GTT,2002,71521.846
GTT,2003,79502.285
GTT,2004,91255.913
GTT,2005,99146.72
GTT,2006,114384.354
GTT,2007,135746.869
GTT,2008,150123.157
GTT,2009,146131.551
GTT,2010,170268.891
GTT,2011,186044.407
GTT,2012,201266.793
GTT,2013,215353.436
GTT,2014,214024.156
GTT,2015,214097.912
GTT,2016,224026.056
GTT,2017,249324.018
GTT,2018,277527.672
GTT,2019,302332.195
GTT,2020,276529.598
GTT,2021,274197.463
GTT,2022,269044.132
H,1995,8886.765
H,1996,9354.272
H,1997,8131.471
H,1998,6483.308
H,1999,7430.015
H,2000,7259.382
H,2001,7029.552
H,2002,7678.295
H,2003,8078.281
H,2004,9216.855
H,2005,9855.674
H,2006,11632.928
H,2007,14157.481
H,2008,14904.866
H,2009,14804.069
H,2010,16785.96
H,2011,17890.409
H,2012,18925.366
H,2013,19829.051
H,2014,19663.545
H,2015,19744.031
H,2016,21633.256
H,2017,24025.469
H,2018,26239.089
H,2019,28244.575
H,2020,21854.695
H,2021,21044.858
H,2022,20876.33
H49,1995,5464.059
H49,1996,5715.684
H49,1997,4775.617
H49,1998,3559.606
H49,1999,3972.27
H49,2000,3794.432
H49,2001,3551.018
H49,2002,3718.687
H49,2003,3769.608
H49,2004,4112.213
H49,2005,4448.514
H49,2006,5343.675
H49,2007,6348.301
H49,2008,6877.756
H49,2009,6923.369
H49,2010,7520.108
H49,2011,7948.36
H49,2012,8204.042
H49,2013,8272.67
H49,2014,8480.418
H49,2015,8250.319
H49,2016,9245.049
H49,2017,10235.724
H49,2018,11053.205
H49,2019,11979.122
H49,2020,10186.628
H49,2021,9703.264
H49,2022,9376.506
H50,1995,870.018
H50,1996,917.074
H50,1997,863.536
H50,1998,761.151
H50,1999,893.357
H50,2000,886.84
H50,2001,885.732
H50,2002,971.959
H50,2003,1099.591
H50,2004,1271.371
H50,2005,1468.095
H50,2006,1848.749
H50,2007,2199.991
H50,2008,2511.518
H50,2009,2595.944
H50,2010,2933.897
H50,2011,3228.929
H50,2012,3272.616
H50,2013,3525.149
H50,2014,3556.543
H50,2015,3629.132
H50,2016,3684.668
H50,2017,3939.97
H50,2018,4275.813
H50,2019,4570.301
H50,2020,4177.925
H50,2021,3876.714
H50,2022,3559.546
H51,1995,1685.49
H51,1996,1783.367
H51,1997,1627.759
H51,1998,1448.124
H51,1999,1612.357
H51,2000,1591.509
H51,2001,1626.571
H51,2002,1907.656
H51,2003,1974.745
H51,2004,2295.451
H51,2005,2206.035
H51,2006,2552.946
H51,2007,3210.532
H51,2008,2797.205
H51,2009,2756.562
H51,2010,3254.034
H51,2011,3236.381
H51,2012,3546.899
H51,2013,3700.724
H51,2014,3382.419
H51,2015,3585.875
H51,2016,4046.433
H51,2017,4599.48
H51,2018,4807.245
H51,2019,4833.507
H51,2020,1930.434
H51,2021,1366.113
H51,2022,1875.116
H52,1995,720.401
H52,1996,768.113
H52,1997,726.018
H52,1998,629.163
H52,1999,801.0
H52,2000,834.379
H52,2001,797.333
H52,2002,886.626
H52,2003,1031.558
H52,2004,1258.865
H52,2005,1419.469
H52,2006,1494.829
H52,2007,1893.978
H52,2008,2216.682
H52,2009,2061.053
H52,2010,2494.554
H52,2011,2849.978
H52,2012,3250.046
H52,2013,3642.87
H52,2014,3542.231
H52,2015,3620.506
H52,2016,3865.211
H52,2017,4276.924
H52,2018,4915.297
H52,2019,5457.709
H52,2020,3889.026
H52,2021,3863.798
H52,2022,3963.819
H53,1995,146.798
H53,1996,170.035
H53,1997,138.541
H53,1998,85.265
H53,1999,151.031
H53,2000,152.222
H53,2001,168.897
H53,2002,193.366
H53,2003,202.779
H53,2004,278.955
H53,2005,313.561
H53,2006,392.73
H53,2007,504.679
H53,2008,501.705
H53,2009,467.141
H53,2010,583.367
H53,2011,626.761
H53,2012,651.763
H53,2013,687.638
H53,2014,701.934
H53,2015,658.198
H53,2016,791.896
H53,2017,973.371
H53,2018,1187.529
H53,2019,1403.936
H53,2020,1670.682
H53,2021,2234.97
H53,2022,2101.342
I,1995,5869.67
I,1996,6186.449
I,1997,4997.517
I,1998,3732.666
I,1999,4380.58
I,2000,4416.571
I,2001,4174.364
I,2002,4512.973
I,2003,4638.138
I,2004,5197.658
I,2005,5262.588
I,2006,6096.723
I,2007,7251.129
I,2008,8005.306
I,2009,7468.614
I,2010,8914.011
I,2011,10481.092
I,2012,12015.119
I,2013,13679.626
I,2014,13705.417
I,2015,15547.524
I,2016,17510.18
I,2017,21261.835
I,2018,25083.266
I,2019,29129.129
I,2020,17602.086
I,2021,14888.405
I,2022,18817.577
INFO,1995,6110.39
INFO,1996,7167.945
INFO,1997,6114.421
INFO,1998,4589.062
INFO,1999,5280.413
INFO,2000,5542.533
INFO,2001,4827.855
INFO,2002,5806.903
INFO,2003,7065.249
INFO,2004,8038.1
INFO,2005,9345.972
INFO,2006,11393.95
INFO,2007,14551.684
INFO,2008,16651.568
INFO,2009,16001.917
INFO,2010,19176.964
INFO,2011,18629.251
INFO,2012,18382.564
INFO,2013,19311.881
INFO,2014,19577.88
INFO,2015,18353.031
INFO,2016,17752.417
INFO,2017,20332.285
INFO,2018,22689.831
INFO,2019,24773.446
INFO,2020,24516.9
INFO,2021,25541.451
INFO,2022,23566.804
J,1995,2981.494
J,1996,2942.405
J,1997,2502.339
J,1998,1861.99
J,1999,2291.08
J,2000,2366.319
J,2001,2559.762
J,2002,2835.722
J,2003,3161.464
J,2004,3592.34
J,2005,3792.668
J,2006,4288.009
J,2007,5083.247
J,2008,5562.697
J,2009,5161.276
J,2010,5924.252
J,2011,6853.011
J,2012,7295.812
J,2013,8040.46
J,2014,7967.302
J,2015,8071.734
J,2016,8261.105
J,2017,9239.713
J,2018,10406.295
J,2019,12037.2
J,2020,12117.809
J,2021,12439.429
J,2022,12012.073
J58T60,1995,771.784
J58T60,1996,827.104
J58T60,1997,673.793
J58T60,1998,498.923
J58T60,1999,539.644
J58T60,2000,574.079
J58T60,2001,531.331
J58T60,2002,620.009
J58T60,2003,693.167
J58T60,2004,798.157
J58T60,2005,807.461
J58T60,2006,897.682
J58T60,2007,905.113
J58T60,2008,985.693
J58T60,2009,957.998
J58T60,2010,1149.029
J58T60,2011,1253.29
J58T60,2012,1281.078
J58T60,2013,1411.819
J58T60,2014,1357.739
J58T60,2015,1317.757
J58T60,2016,1354.284
J58T60,2017,1391.029
J58T60,2018,1438.806
J58T60,2019,1519.57
J58T60,2020,1432.093
J58T60,2021,1346.928
J58T60,2022,1266.752
J61,1995,2066.221
J61,1996,1969.027
J61,1997,1700.144
J61,1998,1226.592
J61,1999,1505.427
J61,2000,1560.958
J61,2001,1782.58
J61,2002,1915.987
J61,2003,2084.848
J61,2004,2292.133
J61,2005,2365.628
J61,2006,2556.033
J61,2007,3165.744
J61,2008,3479.643
J61,2009,3188.154
J61,2010,3539.02
J61,2011,4057.438
J61,2012,4296.887
J61,2013,4524.44
J61,2014,4368.337
J61,2015,4409.872
J61,2016,4478.906
J61,2017,5131.943
J61,2018,5933.188
J61,2019,7260.362
J61,2020,7313.705
J61,2021,7515.467
J61,2022,7037.055
J62_63,1995,143.489
J62_63,1996,146.274
J62_63,1997,128.401
J62_63,1998,136.474
J62_63,1999,246.008
J62_63,2000,231.282
J62_63,2001,245.851
J62_63,2002,299.727
J62_63,2003,383.449
J62_63,2004,502.049
J62_63,2005,619.579
J62_63,2006,834.294
J62_63,2007,1012.389
J62_63,2008,1097.361
J62_63,2009,1015.123
J62_63,2010,1236.203
J62_63,2011,1542.282
J62_63,2012,1717.847
J62_63,2013,2104.201
J62_63,2014,2241.226
J62_63,2015,2344.105
J62_63,2016,2427.916
J62_63,2017,2716.741
J62_63,2018,3034.301
J62_63,2019,3257.267
J62_63,2020,3372.01
J62_63,2021,3577.034
J62_63,2022,3708.265
JTN,1995,24910.296
JTN,1996,24506.452
JTN,1997,18361.364
JTN,1998,12217.225
JTN,1999,12303.189
JTN,2000,13302.718
JTN,2001,13083.157
JTN,2002,15228.484
JTN,2003,17633.115
JTN,2004,20686.616
JTN,2005,22800.052
JTN,2006,26200.676
JTN,2007,31071.026
JTN,2008,34310.187
JTN,2009,32883.304
JTN,2010,38375.241
JTN,2011,45883.675
JTN,2012,51001.309
JTN,2013,56321.208
JTN,2014,56658.076
JTN,2015,56365.535
JTN,2016,58187.335
JTN,2017,64366.536
JTN,2018,71246.107
JTN,2019,77156.135
JTN,2020,75059.056
JTN,2021,75494.479
JTN,2022,73537.503
K,1995,13996.734
K,1996,12554.136
K,1997,8359.784
K,1998,4912.895
K,1999,3907.877
K,2000,4125.616
K,2001,4415.839
K,2002,5426.96
K,2003,6396.313
K,2004,7632.234
K,2005,8656.957
K,2006,9804.628
K,2007,11838.9
K,2008,13099.269
K,2009,13393.508
K,2010,15111.719
K,2011,17847.309
K,2012,20005.819
K,2013,23537.944
K,2014,24809.726
K,2015,25345.892
K,2016,26780.115
K,2017,29466.326
K,2018,32536.197
K,2019,34722.633
K,2020,35502.824
K,2021,36193.795
K,2022,35406.389
L,1995,4201.377
L,1996,5073.291
L,1997,4203.62
L,1998,3153.845
L,1999,3364.806
L,2000,3355.346
L,2001,2804.474
L,2002,3115.56
L,2003,3510.543
L,2004,3984.75
L,2005,4286.004
L,2006,4978.378
L,2007,5910.51
L,2008,6588.381
L,2009,6331.576
L,2010,7681.733
L,2011,9877.341
L,2012,10472.707
L,2013,11018.88
L,2014,10796.879
L,2015,10637.067
L,2016,11076.36
L,2017,12278.555
L,2018,13642.475
L,2019,14703.757
L,2020,13742.301
L,2021,13813.751
L,2022,13421.419
M,1995,1972.04
M,1996,2082.479
M,1997,1776.116
M,1998,1297.506
M,1999,1529.387
M,2000,2018.403
M,2001,1762.791
M,2002,1942.355
M,2003,2267.398
M,2004,2700.969
M,2005,3056.174
M,2006,3572.676
M,2007,4397.384
M,2008,4791.547
M,2009,4163.968
M,2010,5129.035
M,2011,5985.259
M,2012,7002.956
M,2013,7278.943
M,2014,6985.894
M,2015,6437.565
M,2016,6191.793
M,2017,6963.78
M,2018,7598.908
M,2019,8106.534
M,2020,7697.962
M,2021,7468.867
M,2022,7226.313
M_N,1995,3730.691
M_N,1996,3936.621
M_N,1997,3295.622
M_N,1998,2288.495
M_N,1999,2739.426
M_N,2000,3455.437
M_N,2001,3303.083
M_N,2002,3850.242
M_N,2003,4564.794
M_N,2004,5477.292
M_N,2005,6064.423
M_N,2006,7129.66
M_N,2007,8238.37
M_N,2008,9059.84
M_N,2009,7996.945
M_N,2010,9657.536
M_N,2011,11306.015
M_N,2012,13226.97
M_N,2013,13723.923
M_N,2014,13084.168
M_N,2015,12310.843
M_N,2016,12069.755
M_N,2017,13381.941
M_N,2018,14661.14
M_N,2019,15692.546
M_N,2020,13696.121
M_N,2021,13047.504
M_N,2022,12697.622
N,1995,1758.651
N,1996,1854.142
N,1997,1519.506
N,1998,990.989
N,1999,1210.038
N,2000,1437.034
N,2001,1540.291
N,2002,1907.887
N,2003,2297.396
N,2004,2776.323
N,2005,3008.248
N,2006,3556.984
N,2007,3840.986
N,2008,4268.293
N,2009,3832.977
N,2010,4528.501
N,2011,5320.755
N,2012,6224.014
N,2013,6444.981
N,2014,6098.274
N,2015,5873.278
N,2016,5877.963
N,2017,6418.162
N,2018,7062.231
N,2019,7586.012
N,2020,5998.159
N,2021,5578.637
N,2022,5471.31
O,1995,6945.115
O,1996,7222.202
O,1997,6489.363
O,1998,5476.583
O,1999,6392.501
O,2000,6345.182
O,2001,6032.11
O,2002,6662.828
O,2003,7253.668
O,2004,8181.449
O,2005,9110.187
O,2006,10625.734
O,2007,12850.468
O,2008,14561.472
O,2009,14770.268
O,2010,16814.834
O,2011,18929.066
O,2012,19802.854
O,2013,20854.538
O,2014,20885.36
O,2015,20765.583
O,2016,21217.394
O,2017,23055.532
O,2018,25298.546
O,2019,27395.534
O,2020,28350.336
O,2021,28416.562
O,2022,26313.128
OTQ,1995,14237.859
OTQ,1996,16237.713
OTQ,1997,14344.679
OTQ,1998,11896.211
OTQ,1999,13503.728
OTQ,2000,13280.373
OTQ,2001,12496.243
OTQ,2002,13632.384
OTQ,2003,14772.589
OTQ,2004,16994.026
OTQ,2005,18689.373
OTQ,2006,21721.323
OTQ,2007,26031.212
OTQ,2008,29153.24
OTQ,2009,29880.065
OTQ,2010,34087.617
OTQ,2011,39138.232
OTQ,2012,41377.086
OTQ,2013,43729.501
OTQ,2014,44214.357
OTQ,2015,44128.262
OTQ,2016,45175.291
OTQ,2017,49164.077
OTQ,2018,54042.278
OTQ,2019,58673.18
OTQ,2020,60377.578
OTQ,2021,60700.946
OTQ,2022,57231.796
OTT,1995,17989.881
OTT,1996,20128.559
OTT,1997,17625.765
OTT,1998,14272.645
OTT,1999,16136.2
OTT,2000,15788.329
OTT,2001,14853.953
OTT,2002,16125.633
OTT,2003,17594.85
OTT,2004,20330.128
OTT,2005,22280.383
OTT,2006,25761.875
OTT,2007,30388.372
OTT,2008,33832.293
OTT,2009,34218.892
OTT,2010,39233.895
OTT,2011,45120.573
OTT,2012,48075.762
OTT,2013,50968.247
OTT,2014,51334.609
OTT,2015,51307.469
OTT,2016,52525.588
OTT,2017,57364.099
OTT,2018,63270.22
OTT,2019,68913.625
OTT,2020,69696.098
OTT,2021,69705.585
OTT,2022,65867.137
P,1995,4375.699
P,1996,5479.405
P,1997,4862.291
P,1998,4051.0
P,1999,4451.094
P,2000,4331.496
P,2001,4007.631
P,2002,4233.248
P,2003,4625.83
P,2004,5478.037
P,2005,6023.323
P,2006,7042.111
P,2007,8465.633
P,2008,9388.586
P,2009,9589.744
P,2010,10920.394
P,2011,12698.355
P,2012,13678.9
P,2013,14451.319
P,2014,14758.86
P,2015,14664.34
P,2016,14839.72
P,2017,15962.578
P,2018,17368.386
P,2019,18799.718
P,2020,19251.011
P,2021,19160.25
P,2022,18067.737
Q,1995,2917.045
Q,1996,3536.106
Q,1997,2993.026
Q,1998,2368.628
Q,1999,2660.133
Q,2000,2603.694
Q,2001,2456.501
Q,2002,2736.308
Q,2003,2893.091
Q,2004,3334.541
Q,2005,3555.863
Q,2006,4053.478
Q,2007,4715.111
Q,2008,5203.183
Q,2009,5520.053
Q,2010,6352.389
Q,2011,7510.812
Q,2012,7895.332
Q,2013,8423.645
Q,2014,8570.137
Q,2015,8698.338
Q,2016,9118.177
Q,2017,10145.966
Q,2018,11375.346
Q,2019,12477.928
Q,2020,12776.232
Q,2021,13124.134
Q,2022,12850.932
R,1995,770.208
R,1996,813.235
R,1997,664.028
R,1998,480.137
R,1999,542.61
R,2000,515.154
R,2001,454.554
R,2002,470.043
R,2003,593.71
R,2004,767.637
R,2005,832.05
R,2006,969.34
R,2007,910.4
R,2008,949.418
R,2009,895.467
R,2010,1275.68
R,2011,1421.948
R,2012,1646.698
R,2013,1792.643
R,2014,1720.052
R,2015,1895.299
R,2016,1962.567
R,2017,2300.599
R,2018,2716.729
R,2019,3230.506
R,2020,2844.994
R,2021,2943.115
R,2022,2767.112
RTT,1995,3752.022
RTT,1996,3890.846
RTT,1997,3281.085
RTT,1998,2376.433
RTT,1999,2632.472
RTT,2000,2507.956
RTT,2001,2357.711
RTT,2002,2493.248
RTT,2003,2822.261
RTT,2004,3336.101
RTT,2005,3591.011
RTT,2006,4040.552
RTT,2007,4357.16
RTT,2008,4679.053
RTT,2009,4338.827
RTT,2010,5146.278
RTT,2011,5982.341
RTT,2012,6698.677
RTT,2013,7238.745
RTT,2014,7120.253
RTT,2015,7179.207
RTT,2016,7350.297
RTT,2017,8200.022
RTT,2018,9227.942
RTT,2019,10240.445
RTT,2020,9318.52
RTT,2021,9004.639
RTT,2022,8635.341
R_S,1995,3255.272
R_S,1996,3427.667
R_S,1997,2871.806
R_S,1998,2054.255
R_S,1999,2288.721
R_S,2000,2153.355
R_S,2001,2013.277
R_S,2002,2149.853
R_S,2003,2430.019
R_S,2004,2951.686
R_S,2005,3227.762
R_S,2006,3677.687
R_S,2007,3927.49
R_S,2008,4263.71
R_S,2009,3921.56
R_S,2010,4683.671
R_S,2011,5418.792
R_S,2012,6095.295
R_S,2013,6612.512
R_S,2014,6483.553
R_S,2015,6503.09
R_S,2016,6680.406
R_S,2017,7517.437
R_S,2018,8511.992
R_S,2019,9473.128
R_S,2020,8525.741
R_S,2021,8238.748
R_S,2022,7903.901
S,1995,2485.064
S,1996,2614.432
S,1997,2207.778
S,1998,1574.117
S,1999,1746.112
S,2000,1638.201
S,2001,1558.723
S,2002,1679.81
S,2003,1836.308
S,2004,2184.049
S,2005,2395.712
S,2006,2708.348
S,2007,3017.091
S,2008,3314.293
S,2009,3026.092
S,2010,3407.991
S,2011,3996.844
S,2012,4448.597
S,2013,4819.869
S,2014,4763.501
S,2015,4607.792
S,2016,4717.839
S,2017,5216.838
S,2018,5795.262
S,2019,6242.622
S,2020,5680.747
S,2021,5295.632
S,2022,5136.789
T,1995,496.75
T,1996,463.179
T,1997,409.28
T,1998,322.178
T,1999,343.751
T,2000,354.601
T,2001,344.434
T,2002,343.395
T,2003,392.242
T,2004,384.415
T,2005,363.248
T,2006,362.865
T,2007,429.67
T,2008,415.343
T,2009,417.268
T,2010,462.607
T,2011,563.549
T,2012,603.382
T,2013,626.233
T,2014,636.699
T,2015,676.116
T,2016,669.891
T,2017,682.586
T,2018,715.95
T,2019,767.317
T,2020,792.779
T,2021,765.891
T,2022,731.44
_T,1995,160051.488
_T,1996,173529.611
_T,1997,143167.242
_T,1998,108839.687
_T,1999,120828.124
_T,2000,119893.196
_T,2001,114088.981
_T,2002,127174.522
_T,2003,144187.702
_T,2004,163651.706
_T,2005,178981.619
_T,2006,209683.635
_T,2007,249523.411
_T,2008,277958.211
_T,2009,267564.42
_T,2010,321873.392
_T,2011,350920.46
_T,2012,374974.196
_T,2013,396409.722
_T,2014,385887.014
_T,2015,378242.309
_T,2016,390244.801
_T,2017,431213.241
_T,2018,478121.746
_T,2019,513137.566
_T,2020,473369.345
_T,2021,479537.014
_T,2022,470093.34
